title,website_url,homeschool_com_url,grades_or_ages,prices_mentioned,description
Risas y Sonrisas Spanish for Kids,https://spanishforkids.com/product/homeschool-program/,https://www.homeschool.com/resource-guide/risas-y-sonrisas-spanish-for-kids/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,$220,"'Laughter & Smiles' is an award-winning, comprehensive, fun and easy to use, multi-grade instructional program for teaching Spanish to elementary school and homeschool children. We provide hands-on tools to play, along"
The Learning Community International School,https://tlcischool.org/,https://www.homeschool.com/resource-guide/the-learning-community-international-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$3900-$8900/year,"Directed by homeschool pioneer Manfred Smith, The Learning Community is the perfect marriage of private and home school since 1984. Advisor & Teacher scheduled video conferences & support throughout the year for every"
Mother Goose Time,https://www.mothergoosetime.com/,https://www.homeschool.com/resource-guide/mother-goose-time/,Preschool,$70.99/Month per child,"The Mother Goose Time research-based preschool curriculum creates a platform for children to better know who they are, love others, explore the world and make healthy life choices through sensory-based experiences."
CodeWizardsHQ,https://www.codewizardshq.com/,https://www.homeschool.com/resource-guide/codewizardshq/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"CodeWizardsHQ is the leading online coding school for kids and teens ages 8-18. CodeWizardsHQ delivers the most fun and effective live, online coding classes which are designed to give students the programming"
Pensacola Christian College,https://www.pcci.edu/Online/DualEnrollment/,https://www.homeschool.com/resource-guide/pensacola-christian-college/,11th Grade; 12th Grade,$340 - $680/class,"Pensacola Christian College is a Christ-centered liberal arts college dedicated to providing excellence in education. With 60 programs of study, PCC offers students academic variety from a biblical perspective in"
NFC Academy,https://www.nflcacademy.com/contact-homeschool.html,https://www.homeschool.com/resource-guide/nfc-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1341/year,A biblical worldview characterizes the curriculum from Kindergarten all the way through High School at NFC Academy in this fully accredited program. The goal of the program is to provide the highest in educational
Britfield & the Lost Crown,https://www.britfield.com/,https://www.homeschool.com/resource-guide/britfield-the-lost-crown/,6th Grade; 7th Grade; 8th Grade,$9.99 - $19.99,"Based on family, friendship, loyalty, and courage, Britfield & the Lost Crown and its hero, Tom, take readers on an epic adventure across England ' from the smoldering crags of Yorkshire to the heart of London and,"
The Joyful Homeschool Journal,https://www.amazon.com/dp/B07SMB984N/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=homeschool0b3-20&linkId=02e5ada398ad19afeed26c49dcdde4ca&language=en_US,https://www.homeschool.com/resource-guide/the-joyful-homeschool-journal/,,$2.99,"Sometimes we get busy and forget many of the things for which we are grateful. Joy Journal helps you remember the experiences and events in your life, large and small, that are filled with joy. It gently introduces you"
Homeschool Summer Survival Course,https://www.homeschool.com/article/summertime-homeschooling-survival-guide-planner,https://www.homeschool.com/resource-guide/summertime-survival-guide-for-parents-how-to-create-a-summer-of-wonder-discovery-and-fun/,Pre-K - 12th Grade,Free Download,Discover an exciting way to help your child prevent summer slide! The Homeschool Summer Survival Course That’s where Homeschool.com’s book comes in handy! This book: Teaches you how to develop your child’s
Joyful Homeschooling,https://drive.google.com/file/d/1Jso0aJkCqj76fkT9u0v9Uev93Wam8nJW/view?usp=sharing,https://www.homeschool.com/resource-guide/joyful-homeschooling/,,Free Download,"Your attitude toward your day and toward your children's efforts profoundly affects the outcome of your homeschooling. When you focus on the joys in your life, your days flow better and you accomplish much more. 'Joyful"
Homeschooling and Loving It Workbook!,https://www.amazon.com/dp/1095057669/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=homeschool0b3-20&linkId=5964cd0f08288b1b70403986a3b7653c&language=en_US,https://www.homeschool.com/resource-guide/homeschooling-and-loving-it-guide-to-creating-your-best-homeschooling-year-ever/,,$9.99,Create your best homeschool ever. Learn the art of stress-free homeschooling so you can homeschool your children without losing your mind or your pocketbook. Use this homeschooling workbook to discover how simple it is
The Keystone School,https://www.keystoneschoolonline.com/adult-learning-programs.html,https://www.homeschool.com/resource-guide/the-keystone-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$399-$2890/year,"Keystone provides a student-paced online and print-based curriculum, allowing students to focus on areas that interest them. Credit recovery courses are given as an option to help students pass content they have already"
Light Blue Series,https://www.mathmammoth.com/complete/grade_1.php,https://www.homeschool.com/resource-guide/light-blue-series-grade-1/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade,$15-50,"Math Mammoth uses two workbooks, A and B, each covering half of the year. For grades 1-7. The curriculum is mastery-based and is focused on conceptual understanding, with an emphasis on mental math and number sense."
Columbia Virtual Academy,https://www.cva.org/,https://www.homeschool.com/resource-guide/columbia-virtual-academy/,Pre-K - 12th Grade,Free,"Columbia Virtual Academy is a public, tuition-free K-12 alternative to traditional schools for Washington state residents. A learning plan is created for each student, and there are many options for curriculum so you"
International Virtual Learning Academy,https://internationalvla.com/apex-honors-curriculum/,https://www.homeschool.com/resource-guide/international-virtual-learning-academy/,Pre-K - 12th Grade,"$2,169 - $3,779 per full year","International Virtual Learning Academy is a fully accredited online school for kindergarten through grade 12. We offer affordable online education with certified teachers. Each class is supported by a teacher, each"
Accelerate Online Academy,https://www.accelerate.academy/hsresoguide6_19/index.php,https://www.homeschool.com/resource-guide/accelerate-online-academy/,Pre-K - 12th Grade,$415-$495 per full year course,"At Accelerate Online Academy, students in grades K ' 12 are offered a tuition-based, flexible, yet rigorous academic experience with rich, interactive curriculum, guided by a highly qualified and effective certified"
Abeka Speech for Today,http://www.abeka.com,https://www.homeschool.com/resource-guide/speech-for-today/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$39,"A Beka's Speech for Today is a high school elective student Book. It is a handbook for speech training that teaches speech in a friendly, conversational style. Includes many speaking exercises & selections for"
Abeka French 1 and 2,http://www.abeka.com,https://www.homeschool.com/resource-guide/abeka-french/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$9-$60,"A Beka's French 1 and 2 Series includes a student workbook for high school French, along with vocabulary and test/quiz books. Includes tests that correlate with the French Curriculum, including cumulative 9-week,"
Abeka Spanish 1 and 2,http://www.abeka.com,https://www.homeschool.com/resource-guide/abeka-spanish/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$9-$47,"A Beka's Spanish 1 and 2 is a student course for high school Spanish, grades 10-12. Includes tests, cumulative 9-week, semester & final exams. Students will translate from Spanish to English and English to Spanish."
Blossom and Root,https://blossomandroot.com/third-grade/,https://www.homeschool.com/resource-guide/blossom-and-root/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade,$162,"Blossom and Root is a secular, nature-based, hands-on curriculum for the Pre-K-3rd grades. Blossom and Root has an art program with integrated math concepts, science and nature study, and language arts with integrated"
Which Way USA Book Club,https://www.highlights.com/store/puzzle-book-clubs/which-way-usa,https://www.homeschool.com/resource-guide/which-way-usa-book-club/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,$11/month,"Which Way USA takes you on an adventure across the country. Two states are introduced each month with illustrated state maps, puzzle books, and souvenir key tags to collect. Teaches about geography, cultures, and map"
USA Edition,https://www.littlepassports.com/,https://www.homeschool.com/resource-guide/usa-edition/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$13-16/month,"Little Passports USA Edition is a monthly subscription box designed to let children discover the USA though crafts, games, and puzzles. Two states are introduced each month. The first package is a USA Discovery Kit with"
Science Expeditions,https://www.littlepassports.com/,https://www.homeschool.com/resource-guide/science-expeditions/,3rd Grade; 4th Grade; 5th Grade; 6th Grade,$19-22/month,Little Passports Science Expeditions is a monthly subscription box designed to introduce children to their world through fun and educational STEM activities. The first package is a Science Introductory Kit with a tote
World Edition,https://www.littlepassports.com/,https://www.homeschool.com/resource-guide/world-edition/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,$15-18/month,"Little Passports is a monthly subscription box designed to introduce children to world cultures and geography. World Edition teaches 6-10 year olds about their world, one country at a time. The first package is an"
Science Junior,https://www.littlepassports.com/,https://www.homeschool.com/resource-guide/science-junior/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade,$19-22/month,"Little Passports is a monthly subscription box designed to introduce children to their world. Science Junior teaches 5-8 year olds about themes such as music, rockets, volcanoes, chimpanzees, and wetlands. The first"
Early Explorers,https://www.littlepassports.com/,https://www.homeschool.com/resource-guide/early-explorers/,Preschool,$17-20/month,"Little Passports is a monthly subscription box designed to introduce children to their world. Early Explorers teaches preschoolers about themes like music, the ocean, and dinosaurs. The first package is a Traveler's Kit"
Digging into Diagramming,https://jackrispublishing.com/collections/digging-into-diagramming,https://www.homeschool.com/resource-guide/digging-into-diagramming/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$16-22,Digging into Diagramming is a workbook for diagramming sentences while learning basic grammar concepts. Instructional lessons are followed by diagramming problems to complete. The book progresses from basic sentence
"Starting Line Stories, Levels 6-8",https://jackrispublishing.com/collections/starting-line-stories,https://www.homeschool.com/resource-guide/starting-line-stories-levels-6-8/,6th Grade; 7th Grade; 8th Grade,$16,"This workbook contains 100 creative writing exercises designed to be a break from formal writing assignments. There are 70 story starters, and 30 writing prompts. Space to write stories is provided, with areas to"
"Starting Line Stories, Levels 3-5",https://jackrispublishing.com/collections/starting-line-stories,https://www.homeschool.com/resource-guide/starting-line-stories-levels-3-5/,3rd Grade; 4th Grade; 5th Grade,$16,"This workbook contains 100 creative writing exercises designed to be a break from formal writing assignments. There are 70 story starters, and 30 writing prompts. Space to write stories is provided, with areas to"
Introduction to Language Arts,https://jackrispublishing.com/collections/introduction-to-language-arts,https://www.homeschool.com/resource-guide/introduction-to-language-arts/,Kindergarten,$16-17,"Introduction to Language Arts is a workbook designed to give kindergarteners a head start in language arts. The basics of the first levels of Winning with Writing, Soaring with Spelling and Vocabulary, and Growing with"
Mathematical Reasoning,https://www.criticalthinking.com/mathematical-reasoning.html,https://www.homeschool.com/resource-guide/mathematical-reasoning/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$43,"Colorful books and comprehensive, engaging lessons make math concepts fun to learn. Every lesson is followed by a variety of activities to ensure mastery. Lessons spiral slowly. Learners are encouraged to think"
Duolingo Language Learning,https://www.duolingo.com/,https://www.homeschool.com/resource-guide/duolingo/,Pre-K - 12th Grade,Free,"Duolingo is a free and fun way to learn a language online. Short lessons adapt to your learning style, and virtual rewards and instant feedback motivate and build fluency. Over 30 languages are offered. Duolingo is also"
BrainPOP ELL,https://ell.brainpop.com/,https://www.homeschool.com/resource-guide/brainpop-ell/,Pre-K - 12th Grade,$17/month,"BrainPOP ELL is an online English learning program for all ages that includes vocabulary, grammar, reading and writing, and listening. Engaging movies, learning games, puzzles, and other activities encourage learners."
BrainPOP Jr.,https://jr.brainpop.com/,https://www.homeschool.com/resource-guide/brainpop-jr/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade,$19/month,"BrainPOP Jr. is for younger students, and includes many topics in the areas of science, health, reading and writing, social studies, math, art, and technology. Learners are encouraged to ask questions and form their"
BrainPOP,https://www.brainpop.com/,https://www.homeschool.com/resource-guide/brainpop/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$25/month,"BrainPOP is an online learning site that provides engaging movies, learning games, puzzles, and other activities. Many topics are covered in the areas of technology, math, science, social studies, English, art, music,"
Wyoming Virtual Academy,https://start.k12.com/schoolindividual.html?st=wy&product=wyva&leadsource=drtv&_ga=2.118988174.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/wyoming-virtual-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Wyoming Virtual Academy is an online public school for Wyoming residents. WYVA provides an enriching and interactive experience using the K12 curriculum. An individualized learning plan is created for each student, and"
Abeka English Literature,http://www.abeka.com,https://www.homeschool.com/resource-guide/english-literature/,12th Grade,$20-$46,"A Beka's English Literature is a 12th-grade student curriculum. Available in digital or print format. Includes selections from classic authors such as Geoffrey Chaucer, Christopher Marlow, Elizabeth Barrett Browning,"
Abeka American Literature,http://www.abeka.com,https://www.homeschool.com/resource-guide/american-literature/,11th Grade,$20-$46,"A Beka's American Literature is for your 11th grader. Available in digital or print format. Includes selections from classic authors such as Mark Twain, Edgar Allen Poe, Washington Irving & more. Selections are"
Wisconsin Destinations Career Academy,https://start.destinationsacademy.com/dca-schoolindividual.html?st=wi&product=dcawi&leadsource=drtv,https://www.homeschool.com/resource-guide/destinations-career-academy-of-wisconsin/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Destinations Career Academy of Wisconsin is a tuition-free online public school option for Wisconsin high school students. Students are prepared for success after high school through project-based learning, practical"
Virginia Virtual Academy,https://start.k12.com/schoolindividual.html?st=va&product=vava&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-va&utm_source=k12.com-va&utm_campaign=boa&_ga=2.98021784.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/virginia-virtual-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Virginia Virtual Academy is an online public school option that provides engaging courses through the K12 curriculum, personalized learning plans, and a vibrant school community. Students and families have opportunities"
Tennessee Virtual High School,https://start.k12.com/schoolindividual.html?st=tn&product=tnva&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-tn&utm_source=k12.com-tn&utm_campaign=boa&_ga=2.64483880.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/tennessee-virtual-high-school/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Tennessee Virtual High School is an online public school option that provides engaging courses through the K12 curriculum, personalized academic plans, and a vibrant school community. Students are challenged with core"
Tennessee Virtual Academy,https://start.k12.com/schoolindividual.html?st=tn&product=tnva&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-tn&utm_source=k12.com-tn&utm_campaign=boa&_ga=2.64483880.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/tennessee-virtual-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,Free,"Tennessee Virtual Academy is an online public school option that provides engaging courses through the K12 curriculum, personalized academic plans, and a vibrant school community. Students are challenged with core"
Insight Pennsylvania Cyber Charter School,https://start.k12.com/schoolindividual.html?st=pa&product=ispa&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-pa&utm_source=k12.com-pa&utm_campaign=boa&_ga=2.126204426.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/insight-pennsylvania-cyber-charter-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Insight Pennsylvania Charter School is a tuition-free online public school for Pennsylvania students in grades K-12. Individualized learning plans and the rigorous, interactive K12 curriculum means every student"
Cascade Virtual Academy,https://cva.k12.com/?_ga=2.126384650.647208745.1581636185-1073576416.1580427278,https://www.homeschool.com/resource-guide/cascade-virtual-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,Free,"Cascade Virtual Academy is an online public school option for Oregon students in grades K-8. The K12 curriculum is rigorous and engaging, and teachers tailor their instruction to students' needs. Courses provide a"
Oregon Destinations Career Academy,https://ordca.k12.com/?_ga=2.99669273.647208745.1581636185-1073576416.1580427273,https://www.homeschool.com/resource-guide/oregon-destinations-career-academy/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Oregon Destinations Career Academy is an innovative, tuition-free online charter school that uses the K12 curriculum with relevant, industry-specific electives. Students get a jump-start on their career and college"
Alsea Online,https://www.alseaonline.com/home,https://www.homeschool.com/resource-guide/alsea-online/,Pre-K - 12th Grade,Free,"Alsea is a tuition-free online public school open to Oregon students state-wide. Support is provided for struggling learners, and students can recover lost credits and learn at their own pace. Personalized learning is"
Insight School of Oklahoma,https://ok.insightschools.net/,https://www.homeschool.com/resource-guide/insight-school-of-oklahoma/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,Insight School of Oklahoma is an online public school that provides a high level of academic and emotional support to Oklahoma students in grades 6-12. The K12 curriculum is combined with an individualized learning plan
Ohio Digital Learning School,https://odls.k12.com/?_ga=2.96317979.647208745.1581636185-1073576416.1580427273,https://www.homeschool.com/resource-guide/ohio-digital-learning-school/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Ohio Digital Learning School is an online, public charter school that provides a high level of academic and emotional support for students aged 16-21. Individualized career plans keep students on track, and teachers"
Nevada Virtual Academy,https://start.k12.com/schoolindividual.html?st=nv&product=nvva&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-nv&utm_source=k12.com-nv&utm_campaign=boa&_ga=2.133135625.647208745.1581636185-1073576416.1580427276,https://www.homeschool.com/resource-guide/nevada-virtual-academy/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Nevada Virtual Academy is a tuition-free public school using the K12 curriculum, for Nevada students in grades 6-12. A blended learning format combines online learning with weekly in-person instruction. A dual"
Omaha Virtual School,https://start.k12.com/schoolindividual.html?st=ne&product=ovsne&_ga=2.67157526.647208745.1581636185-1073576416.1580427270&leadsource=drtv,https://www.homeschool.com/resource-guide/omaha-virtual-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade,Free,"Omaha Virtual School is a tuition-free public school and offers a personalized, blended-learning education for Nebraska students in grades K-11. The K12 curriculum is combined with in-person instruction one day per"
Missouri Virtual Academy,https://mova.k12.com/?_ga=2.124812685.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/missouri-virtual-academy/,Pre-K - 12th Grade,Free,"Missouri Virtual Academy is a public, online school for motivated learners state-wide. Courses include core subjects as well as art, music, and world languages. Live, online classes are tailored to each student to"
IQ Academy Minnesota,https://mn.iqacademy.com/,https://www.homeschool.com/resource-guide/iq-academy-minnesota/,Pre-K - 12th Grade,Free,"IQ Academy Minnesota is an online public school for Minnesota students. The K12 curriculum provides the tools students need to become independent learners, with individualized learning plans for each student. Students"
Insight School of Minnesota,https://mn.insightschools.net/,https://www.homeschool.com/resource-guide/insight-school-of-minnesota/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Insight School of Minnesota is a tuition-free online public school for Minnesota students in grades 6-12. The K12 curriculum is used to provide an engaging and interactive curriculum, and block scheduling allows"
Minnesota Virtual Academy,https://mnva.k12.com/?_ga=2.152598974.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/minnesota-virtual-academy/,Pre-K - 12th Grade,Free,"Minnesota Virtual Academy offers Minnesota students an engaging, interactive curriculum from K12. Personalized learning plans are developed for each student. There is a wide variety of courses, and an advanced learners"
Maine Virtual Academy,https://meva.k12.com/?_ga=2.65918377.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/maine-virtual-academy/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Maine Virtual Academy offers a personalized education with an engaging, interactive curriculum. A learning plan is developed for each student. There is a wide variety of courses, including art, music, world languages,"
Louisiana Virtual Charter Academy,https://start.k12.com/schoolindividual.html?st=la&product=lavca&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-la&utm_source=k12.com-la&utm_campaign=boa&_ga=2.166647097.647208745.1581636185-1073576416.1580427270,https://www.homeschool.com/resource-guide/louisiana-virtual-charter-academy/,Pre-K - 12th Grade,Free,"Louisiana Virtual Charter Academy is an accredited, tuition-free online public school for Louisiana students. The K12 curriculum is used, combined with Louisiana-certified teachers and individual learning plans. LVCA"
Insight School of Kansas,https://start.k12.com/schoolindividual.html?st=ks&product=isks&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-ks&utm_source=k12.com-ks&utm_campaign=boa&_ga=2.128874123.647208745.1581636185-1073576416.1580427275,https://www.homeschool.com/resource-guide/insight-school-of-kansas/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Insight School of Kansas is an accredited, tuition-free online public school for Kansas students in grades 7-12. The K12 curriculum is used, combined with Kansas-licensed teachers and individual learning plans. There is"
Kansas Virtual Academy,https://start.k12.com/schoolindividual.html?st=ks&product=ksva&leadsource=drtv&vendor=usim&lead_source_detail=lcable&utm_medium=drtv&vanity_url=k12.com-ks&utm_source=k12.com-ks&utm_campaign=boa&_ga=2.125269261.647208745.1581636185-1073576416.1580427276,https://www.homeschool.com/resource-guide/kansas-virtual-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,Free,"Kansas Virtual Academy is an accredited, tuition-free online public school for Kansas students in grades K-6. The K12 curriculum is used, combined with Kansas-licensed teachers and individual learning plans. There is"
Skip Into Science,http://www.bravewriter.com,https://www.homeschool.com/resource-guide/skip-into-science/,4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$199,"BraveWriter's online Skip Into Science combines science and writing! Students learn to choose a topic, research that topic, possibly conduct a related experiment, and then write about the discoveries."
Abeka Mathematics Curriculum,http://www.abeka.com,https://www.homeschool.com/resource-guide/abeka-mathematics/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$10-$50,A Beka's Mathematics is a middle school and high school math curriculum series. Uses a spiral approach with review built-in regularly. Students will be working on reviewing all mathematics concepts & skills and
Abeka Homeschool Language Arts Curriculum,http://www.abeka.com,https://www.homeschool.com/resource-guide/homeschool-language-arts-6-curriculum-lesson-plans/,Pre-K - 12th Grade,$38,"A Beka's Homeschool Language Arts Curriculum is designed to help parents make it easier to homeschool for many grade levels. It contains daily lesson plans, a scope & sequence, material for review, concept"
Accelerate Education,https://accelerate.education/,https://www.homeschool.com/resource-guide/accelerate-education/,Pre-K - 12th Grade,$415-495/year,Accelerate Education offers online courses for grades K-12 to meet the needs of all students - from those who have trouble succeeeding with the traditional model to those who are high-achieving and looking for
Horizons,https://www.aop.com/curriculum/horizons?utm_source=homeschoolcom&utm_medium=weblisting&utm_content=2020horizons&utm_campaign=2020hsc,https://www.homeschool.com/resource-guide/horizons/,Pre-K - 12th Grade,Price varies,"Create fun-filled learning with Horizons! A hands-on, colorful curriculum parents love, Horizons uses a spiral learning approach of quick concept introduction, frequent review, and lesson reinforcement to ground"
Calvert Academy,https://www.calvertacademy.com/?utm_source=homeschoolcom&utm_medium=weblisting&utm_content=2020yr&utm_campaign=2020calvertacademy,https://www.homeschool.com/resource-guide/calvert-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Price varies,"Escape the limitations of a traditional classroom and see how online learning can be a fun, personal journey of discovery. With Calvert, you can keep the flexibility of a homeschool lifestyle while experiencing a"
Alpha Omega Publications,https://www.aop.com/?utm_source=homeschoolcom&utm_medium=weblink&utm_content=resourceguide2022&utm_campaign=aop_2022year_resourceguide_homeschoolcom,https://www.homeschool.com/resource-guide/alpha-omega-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Price varies,"Partnering with parents for 45 years, AOP provides families with a top-quality curriculum that makes it easy, enjoyable, and affordable to teach your children at home or wherever your learning takes you. From the"
Laurel Springs School,https://laurelsprings.com/admissions/virtual-open-houses?src=homeschooldotcom&med=paid_listing&cmp=enrollments&utm_source=homeschooldotcom&utm_medium=paid_listing&utm_campaign=enrollments&utm_content=2024_homeschooldotcom_virtual_open_house&adgroupid=lead,https://www.homeschool.com/resource-guide/laurel-springs-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies by grade,"Laurel Springs School is the perfect partner for homeschooling families seeking additional, premier academic options and support. We offer single courses, part-time, full-time, and summer program offerings that"
Rosetta Stone,https://www.rosettastone.com/homeschool/,https://www.homeschool.com/resource-guide/rosetta-stone/,,$289/one-time payment (monthly payments available),"Designed with your child’s success in mind, Rosetta Stone Homeschool is the effective way to bring a foreign language curriculum home, providing long-term retention and a critical lifelong skill in today’s world. Be"
University of Nebraska High School,https://highschool.nebraska.edu/homeschool-families?utm_source=hmsdotcom&utm_medium=web&utm_campaign=homeschool&utm_content=descrip-listing,https://www.homeschool.com/resource-guide/university-of-nebraska-high-school/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$150-$2000,"The University of Nebraska High School offers online homeschool courses, either pick one course or a full course load. Accreditation & diploma options available also. Self paced and you can start anytime with 1 year"
Iowa Virtual Academy,https://iava.k12.com/,https://www.homeschool.com/resource-guide/iowa-virtual-academy/,Pre-K - 12th Grade,Free,Iowa Virtual Academy is an online public school serving students across Iowa using the K12 curriculum. K-8 students gain a foundation in six core subjects through an individualized approach. High schoolers can choose
Indiana Digital Learning School,https://indls.k12.com/,https://www.homeschool.com/resource-guide/indiana-digital-learning-school/,Pre-K - 12th Grade,Free,"Indiana Digital Learning School serves independent learners across Indiana, using the K12 curriculum. Students take courses in core subjects, plus self-guided electives in world languages (starting in grade 3) or music."
Florida Online School,https://flos.k12.com/,https://www.homeschool.com/resource-guide/florida-online-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade,Free,"Florida Online School partners with families to help students reach their true potential. FLOS is an online public school using the K12 curriculum. Language arts, science, history, and math are the core subjects, and"
Pikes Peak Online School,https://ppos.k12.com/,https://www.homeschool.com/resource-guide/pikes-peak-online-school/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Pikes Peak Online School is an online public school option for students across Colorado in grades 9-12, using the K12 curriculum. It provides a flexible, personalized education, an individualized learning plan to chart"
Colorado Preparatory Academy,https://cpa.k12.com/,https://www.homeschool.com/resource-guide/colorado-preparatory-academy/,Pre-K - 12th Grade,Free,"Colorado Preparatory Academy is an online public school option for students across Colorado using the K12 curriculum. It provides a flexible, personalized education, field trips and social events, and college credit"
