title,website_url,a2z_source_url,grades_or_ages,prices_mentioned,description
OpenRoadTV,http://www.openroad.tv,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,https://web.archive.org/web/20170706210800/http://a2zhomeschooling.com/main_articles/outdoor_adventure/)<br>Lessons in survival in the school of nature. Links to adventure camps for homeschoolers.<br>[OpenRoadTV](https://web.archive.org/web
Oracle Open Office,http://www.openoffice.org/,https://homeschooling.gomilpitas.com/legalities/records-and-reports/,,Free,"soft-365/excel). The spreadsheet also works with Open Office from SUN that you can use if you are on Linux, Sun Solaris, or Windows. Available in Asian languages. Homeschoolers and educators can get [Oracle Open Office](http://www.openoffic"
Outta Ray’s Head,http://home.cogeco.ca/~rayser3/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,grades 6-12,Free,"dreds of free lesson plans for grades 6-12. You may perform a keyword search to retrieve a lesson, browse the archive by subject, or scroll down the page to view the most recently published lessons. [Outta Ray’s Head](http://home.cogeco.ca/"
"Paul Bunyan, Giant Lumberjack",http://www.paulbunyantrail.com/talltale.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"://www.ultimatecampresource.com/site/camp-activities/campfire-stories.html) From spooky to silly, a well-told campfire story will entertain campers for hours. Eerie flashlight effects are optional. [Paul Bunyan, Giant Lumberjack](http://www"
PBS Teachers Source,https://ca.pbslearningmedia.org/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"lessons. [Outta Ray’s Head](http://home.cogeco.ca/~rayser3/) A collection of lesson plans with handouts for writing, literature, poetry, and using the library, by Ray Saitz and many contributors. [PBS Teachers Source](https://ca.pbslearning"
Peter Pan,http://gutenberg.net.au/ebooks03/0300081h.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,Free,ough most are in the public domain. [Little Women](https://variety.com/wp-content/uploads/2019/12/little-women-by-greta-gerwig.pdf) Written by Greta Gerwig. Based on the novel by Louisa May Alcott [Peter Pan](http://gutenberg.net.au/ebooks0
Peterson Handwriting Lessons for Homeschools,https://peterson-handwriting.com/why-peterson-directed-handwriting/home-schools-cursive-writing/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"oduction goes along with the book, [Teach Your Child to Read in 100 Easy Lessons](https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/?tag=a2zhomeschooling-20). On Donna Young’s site. [Peterson Handwriting Lessons for Homesch"
Plays,http://www.playsmagazine.com/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,Free,"J. M. Barrie. The cuckoo clock strikes six, and Nana springs into life.This first moment in the play is tremendously important, for if the actor playing Nana does not spring properly we are undone. [Plays](http://www.playsmagazine.com/) Thi"
Pocket Full of Therapy,http://www.pfot.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"e/6206) Using Sensory Integration Strategies to Improve Handwriting. Students with difficulties in sensory processing, sensory awareness, and/or perceptual skills usually have handwriting problems. [Pocket Full of Therapy](http://www.pfot.c"
Praetor Education Technology,https://praetor.co.za/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"and using the library, by Ray Saitz and many contributors. [PBS Teachers Source](https://ca.pbslearningmedia.org/) Updated monthly. Resources so you can integrate PBS shows with your unit studies. [Praetor Education Technology](https://prae"
PreK-12th Online Curriculum,https://www.time4learning.com/?utm_source=homeschool.com&utm_medium=display&utm_campaign=rf+bnr+hscs+time4learning-bts-2022&homeschool_ad_click=time4learning_bts,https://www.homeschool.com/secular-homeschooling/,elementary; middle school; PreK; High School,varies,oblems designed for elementary and middle school students - These resources help create a robust and engaging math curriculum that fosters critical thinking and problem-solving skills in students. - [PreK-12th Online Curriculum](https://www
Pronto Lessons,http://www.prontolessons.com/index.html,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,Education Technology](https://praetor.co.za/) How to use open source software to develop free curriculum online. Free Java lessons for educators. Good math and science resources already developed. [Pronto Lessons](http://www.prontolessons.c
"Publication 119, Education Expense Credit General Rules and Requirements for Home Schools",https://tax.illinois.gov/content/dam/soi/en/web/tax/research/publications/pubs/documents/pub-119.pdf,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"eturns. Watch for new form for future returns. ### Tax Credits There are now three states which have tax credits for homeschooling: Illinois, Minnesota and beginning with 2009 tax year, Louisiana. [Publication 119, Education Expense Credit "
Purex Sta Flo Liquid Starch,https://www.walmart.com/ip/Purex-Sta-Flo-Liquid-Starch-Great-for-Crafts-Concentrated-64-Ounce/22374157,https://homeschooling.gomilpitas.com/explore/chemistry/gak-flubber-silly-putty-oobleck-recipes/,,,"to it, it flows like a liquid does and fills in the holes,” says Obert, “but when it gets run over, it acts like a solid.” ## Where to get liquid starch At Walmart and through InstaCart you can buy [Purex Sta Flo Liquid Starch](https://www."
Qualifying expenses for the education credit and subtraction in Minnesota,https://www.house.mn.gov/hrd/pubs/ss/sseducdc.pdf,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,K-12,,https://tax.illinois.gov/content/dam/soi/en/web/tax/research/publications/pubs/documents/pub-119.pdf) This Illinois document provides home schools the requirements for qualified education expenses. [Qualifying expenses for the education cre
Raising Crickets for Beginners,https://hellohomestead.com/raising-crickets-for-beginners/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"cles/464191/6-cool-insects-raise-home) Don’t let Mother Nature have all the fun! Try raising Monarch butterflies, silkworms, crickets, ladybugs, black swallowtail butterflies, and praying mantises. [Raising Crickets for Beginners](https://h"
Read Write Think,https://www.readwritethink.org/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,pre-k; 8th grade,Free,"around a single homeschool curriculum, the hours that you would have spent putting these lessons together yourself represents time saved for you. Covers some topics in American history and science. [Read Write Think](https://www.readwriteth"
Readers’ Theater,http://www.aaronshep.com/rt/RTE.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,9th grade; Middle School,Free,/gomilpitas.com/jokes/best-dinosaur-comedy-routine-ever/)** This set of dinosaur jokes comedy routine could be read by two kids or a kid and an adult as a skit for a children’s group. By Ann Zeise. [Readers’ Theater](http://www.aaronshep.co
Recent State Policies/Activities – Homeschooling,http://www.ecs.org/?s=homeschooling,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/homeschool-laws-legalities-archive/,,Free,he efforts of homeschoolers across the nation to keep homeschooling free. This is intended to be a list for homeschoolers actively working on legislative issues and not a theoretical debate society. [Recent State Policies/Activities – Homes
Rinse the Blood off My Toga,http://www.informalmusic.com/latinsoc/rinse.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,humbnail-image](https://yt3.ggpht.com/ytc/AIdro_mmh6iFRGkChOXOlH7klN7welJiVsaW8k1teeanPVo=s68-c-k-c0x00ffffff-no-rj) kiwimush151 subscribers [Watch on](https://www.youtube.com/watch?v=rR_5h8CzRcI) [Rinse the Blood off My Toga](http://www.in
Roach Facts: Why Do Cockroaches Die on Their Backs and More,https://owlcation.com/stem/Why-Do-Cockroaches-Topple-Over-When-They-Die,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"amounts of blood drawn from the scalp. Although they may sound gross, lice (the plural of louse) are a very common problem, especially for kids ages 3 years to 12 years (girls more often than boys). [Roach Facts: Why Do Cockroaches Die on T"
Roadside America – Guide to Offbeat Tourist Attractions,http://www.roadsideamerica.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,adTV](https://web.archive.org/web/20170706210800/http://www.openroad.tv/)<br>The Traveler’s Video Guide to the American West. Find and view some very interesting places to take your kids out West.<br>[Roadside America – Guide to Offbeat Tou
Russian Fairy Tales,http://www.gutenberg.org/files/22373/22373-h/22373-h.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,Myth](https://airandspace.si.edu/exhibitions/StarWars/start.htm) How is this modern film like the myths of old? How is the plot similar. Lots of illustrations and sounds you’ll enjoy. ### Russian [Russian Fairy Tales](http://www.gutenberg.o
Russian Folk Tales,http://russian-crafts.com/russian-folk-tales.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,lot similar. Lots of illustrations and sounds you’ll enjoy. ### Russian [Russian Fairy Tales](http://www.gutenberg.org/files/22373/22373-h/22373-h.htm) An eBook with many classic Russian stories. [Russian Folk Tales](http://russian-crafts.c
Safe Kids,https://www.pge.com/myhome/edusafety/teach/safekids/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,tions) You can order printed copies of materials related to individual and community preparedness through the FEMA warehouse using our [online ordering tool](https://orders.gpo.gov/icpd/ICPD.aspx). [Safe Kids](https://www.pge.com/myhome/edu
Sasha and the Pearl,http://www.sagecraft.com/puppetry/scripts/SashaPearl.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"the Ides of March. I had just nailed Sutoniuos the Gladiator, he had a crooked lion who kept takin a dive. Anyhow, I was just beginning to rest on my laurels when suddenly… HE burst in to my office. [Sasha and the Pearl](http://www.sagecraf"
Scholastic Lesson Plans & Reproducibles,https://teacher.scholastic.com/resources/index.htm,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,pre-k; 8th grade,Free,"nd science. [Read Write Think](https://www.readwritethink.org/) Access to the highest quality practices and resources in reading and language arts instruction through free, Internet-based content. [Scholastic Lesson Plans & Reproducibles](h"
School Express,http://www.schoolexpress.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,pre-k; 8th grade,Free,esson Plans & Reproducibles](https://teacher.scholastic.com/resources/index.htm) Pick a grade level pre-k through 8th grade and then a topic to locate a variety of lesson plans teaching that skill. [School Express](http://www.schoolexpress.
School Fonts,http://www.schoolfonts.com/index.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,Free,"of cursive writing. [Print Clearly](http://www.bvfonts.com/fonts/details.php?id=45) Solid and dashed. From Blue Vinyl Fonts, which has lots of nice, free fonts for writing and other uses as well. [School Fonts](http://www.schoolfonts.com/in"
Secular Homeschooling,https://www.homeschool.com/secular-homeschooling/,https://www.homeschool.com/secular-homeschooling/,,Free,o-homeschool-highschool/) - [How to Homeschool Special Needs](https://www.homeschool.com/how-to-homeschool-special-needs/) - [Faith Based Homeschooling](https://www.homeschool.com/christian/) - [Secular Homeschooling](https://www.homeschool
Selected Self-Confidence Building Activities,http://www.uncommonhelp.me/articles/selected-self-confidence-building-activities/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,he scripts such as Shakespeare plays. There is a section for Christmas plays and one site with a lot of Christian scripts. At the very end you’ll find help with staging and costumes. ### Activities [Selected Self-Confidence Building Activit
Silly Putty for Potholes,https://www.science.org/content/article/silly-putty-potholes,https://homeschooling.gomilpitas.com/explore/chemistry/gak-flubber-silly-putty-oobleck-recipes/,,,"012.shtml) In this experiment you will make your own homemade silly putty. By varying the ratio of ingredients and by observing physical properties, you can determine the best recipe for the putty. [Silly Putty for Potholes](https://www.sci"
SLIME INDEX,http://scienceprojectideasforkids.com/2010/polymer-slime-index/,https://homeschooling.gomilpitas.com/explore/chemistry/teaching-using-slime/,,,"Recipes for different types of slime, research information about the chemistry of slime, and step-by-step directions for designing and developing a Slime Science Fair Project can be found here >>>>> [SLIME INDEX](http://scienceprojectideasf"
Spot Adventures,http://www.spotadventures.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,",000 offbeat attractions, tourist traps, weird vacations, and roadtrips. Often on the way to an “educational” site, you wind up learning something anyway at one of these places you just happen by.<br>[Spot Adventures](https://web.archive.or"
Star Wars: Episode I – The Phantom Menace,https://sfy.ru/?script=star_wars_episode_1,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,". Outside the farm she had no authority, no prestige, no claim to the smallest deference. Yet she ordered everybody about, from her uncle to the king, the archbishop, and the military General Staff. [Star Wars: Episode I – The Phantom Menac"
Star Wars: The Magic of Myth,https://airandspace.si.edu/exhibitions/StarWars/start.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,ology of Indonesia is influenced by Indian Mythology. The names of gods in our mythology are the same as in Indian. This is because the great Indian civilization influenced our Indonesian ancestors. [Star Wars: The Magic of Myth](https://ai
Story of the Bat,http://www.sacred-texts.com/nam/se/mtsi/mtsi018.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"mals [Animals, Myths and Legends](http://www.planetozkids.com/oban/legends.htm) Tales from Oban the Knowledge Keeper, such as Coyote stories, Why Bat has No Friends, and What Happened to Unicorns. [Story of the Bat](http://www.sacred-texts."
Story Telling,http://www.macscouter.com/Stories/index.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"/www.ancient-origins.net/myths-legends/tale-ivan-tsarevich-firebird-and-grey-wolf-006832) Once upon a time in a far away land, there lived a mighty tsar. A Russian fairytale. ### Story Collections [Story Telling](http://www.macscouter.com/S"
Sundials on the Internet,https://www.sundials.co.uk/projects,https://homeschooling.gomilpitas.com/explore/math/clocks-for-kids/,,,uartz watch. Brilliant 1980’s educational series presented by Tim Hunkin and Rex Garrod. [Part 2](https://www.youtube.com/watch?v=8HGCzKsSSRA) [Part 3](https://www.youtube.com/watch?v=OW844rJHGi0) [Sundials on the Internet](https://www.sund
Tales of Wonder,http://www.angelfire.com/ma3/mythology/worldtalesindex.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"ssian fairytale. ### Story Collections [Story Telling](http://www.macscouter.com/Stories/index.html) A fine collection of shaggy dog stories, ghosts stories, Indian legends, etc. from MacScouter. [Tales of Wonder](http://www.angelfire.com/m"
tax credit or a tax subtraction,https://www.revenue.state.mn.us/home-school-expenses,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,"$5,000; $2,000","s://revenue.louisiana.gov/IndividualIncomeTax/SchoolExpenseDeduction) of up to $5,000 per student for homeschooling families. - Minnesota: In Minnesota, families that homeschool may be eligible for a [tax credit or a tax subtraction](https:"
tax deduction,https://www2.illinois.gov/IISNews/25327-Eligible_Back-to-School_Expenses_Could_Yield_Tax_Benefits_for_Parents_and_Educators.pdf,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,"$750; $1,000; $5,000","on Expense Credit](https://tax.illinois.gov/questionsandanswers/answer.28.html) for eligible homeschool families, which is worth up to $750 per year. - Indiana: Indiana families may be eligible for a [tax deduction](https://www2.illinois.go"
Tax Deductions for Parents of Children With Disabilities,https://specialneedsanswers.com/new-and-improved-tax-deductions-for-parents-of-children-with-special-needs-18533,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"ate used curriculum to a non-profit, such as your local library, and carefully record the value of the donation, you may take this as a material donation to a charitable organization. Get a receipt. [Tax Deductions for Parents of Children W"
Teach With Movies,https://teachwithmovies.org/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"m/) Offers teachers FREE access to lesson plans, printable worksheets, over 150,000 reviewed web sites, rubrics, educational games, teaching/ technology tips, advice from expert teachers, and more. [Teach With Movies](https://teachwithmovie"
Teach-nology,https://www.teach-nology.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"e worksheets for online and offline study, and software to download. [Smithsonian Education](https://www.smithsonianeducation.org/educators/) Arts, Language Arts, Science and Social Studies plans. [Teach-nology](https://www.teach-nology.com"
Teacher Created Materials,https://www.teachercreated.com/free/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"ildren to major events in history, principles of science, extraordinary people, literature, drama, dance, art, character development, and ethics. Low annual subscription rate for hundreds of movies. [Teacher Created Materials](https://www.t"
Teachers Corner,https://www.theteacherscorner.net/monthly-resources/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"ription rate for hundreds of movies. [Teacher Created Materials](https://www.teachercreated.com/free/) Free monthly activities, lesson plans, and brain teasers. New each month as well as archives. [Teachers Corner](https://www.theteachersco"
Teaching with Historic Places,http://www.cr.nps.gov/nr/twhp,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"dly and now hosts thousands of posted adventures from around the world including hiking trips, motorcycle rides, kayak and canoe outings, mountain biking, sailing expeditions and family vacations.<br>[Teaching with Historic Places](https://"
TeachKind,https://www.peta.org/teachkind/lesson-plans-activities/free-materials/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"ls. ### Animals & Pets [Bear Safety in Alaska packet](https://www.nps.gov/anch/learn/nature/bear-safety-for-kids.htm) Booklet and sticker to send for, or download pdf file and print for yourself. [TeachKind](https://www.peta.org/teachkind/l"
Telling Time without a Clock: Scandinavian Daymarks,http://hea-www.harvard.edu/ECT/Daymarks/,https://homeschooling.gomilpitas.com/explore/math/clocks-for-kids/,,,ls on the Internet](https://www.sundials.co.uk/projects) Directions for four different kinds of sundials you can easily make for yourself. You’ll need to use some geometry skills to get them right. [Telling Time without a Clock: Scandinavia
Ten things you need to know about bugs,https://www.csiro.au/en/news/all/articles/2022/june/facts-about-bugs,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"media Web companion to the three-week NATURE miniseries takes you into the bizarre, fascinating world of insects, with amazing graphics, sound and animation, enhanced video, and activities for kids. [Ten things you need to know about bugs]("
Texas Instruments Activities Exchange,https://education.ti.com/calculators/downloads/us/activities/search/subject,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,"s. New each month as well as archives. [Teachers Corner](https://www.theteacherscorner.net/monthly-resources/) Lessons categorized by monthly and holiday or date themes, mostly for young children. [Texas Instruments Activities Exchange](htt"
textbook tax credit,https://homeschooliowa.org/tax-credit-for-homeschooling-in-iowa/,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,"$2,000","subtraction](https://www.revenue.state.mn.us/home-school-expenses), either of which can help to reduce tax liability for the year. - Iowa: Starting in 2021, a proposed rule change will extend Iowa’s [textbook tax credit](https://homeschooli"
The Amazing – Incredible Handwriting Worksheet Maker,http://www.handwritingworksheets.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,ng [Addressing Envelopes Practice](http://www.dltk-kids.com/crafts/miscellaneous/maddress.html) Print out these envelopes and stamps to use to practice addressing and stamping envelopes correctly. [The Amazing – Incredible Handwriting Works
The Antlion Pit,https://www.antlionpit.com/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"ove) Educational, inspiring, and entertaining, ‘Anthony Ant finds his groove’ is one you’ll just have to have! Your kids will be on the edge of their seats wanting to know how everything works out. [The Antlion Pit](https://www.antlionpit.c"
The Ants Go Marching,http://kids.niehs.nih.gov/games/songs/childrens/ants-go-marching/index.htm,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"iesonline.com/antbody.htm) The **anatomy of ants** is very interesting. Use this diagram, that shows the main body parts of ants, and the information below to learn about about the anatomy of ants. [The Ants Go Marching](http://kids.niehs.n"
The Biology Project,https://www.biology.arizona.edu/,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,high school,,"level. Four themes organize important concepts: science, technology, and society, evolution, the relationship between structure and function, and science as a process. ### AP Biology Online Classes [The Biology Project](https://www.biology."
The Birth of Jesus,http://www.kidssundayschool.com/619/gradeschool/the-birth-of-jesus.php,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"ep.com/rt/RTE09.html) A Saint Nicholas Tale, Told by Aaron Shepard. In the Dutch colonial town later known as Albany, New York, there lived a baker, Van Amsterdam, who was as honest as he could be. [The Birth of Jesus](http://www.kidssunday"
The Bumble Bee Pages,http://www.bumblebee.org/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,the obstruction. Do they seem confused? Do they go the wrong way? How long does it take them to figure out the right way? Do your ants eventually learn the new path over the obstruction? #### Bees [The Bumble Bee Pages](http://www.bumblebee
The Butterfly Website,https://butterflywebsite.com/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"http://www.butterflyschool.org/student/index.html) Not for the butterflies! For you! Help identifying butterflies, collecting them, and even making a “house” for one to keep and observe for awhile. [The Butterfly Website](https://butterflyw"
The Encyclopedia Mythica,https://pantheon.org/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"dy of ancient peoples, a Grade 6 class decided to make an investigation into some of the creation myths and legends from their own cultures which have been passed down from generation to generation. [The Encyclopedia Mythica](https://panthe"
The Field Trip Lady,http://www.homeschoolnewslink.com/homeschool/articles/vol4iss3/triplady_v4i3.html,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,schooling/ontario_home_school_field_trips/)[Saskatchewan](https://web.archive.org/web/20170706210800/http://a2zhomeschooling.com/regional/canada_homeschooling/saskatchewan_home_school_field_trips/) | [The Field Trip Lady](https://web.archiv
The Foresters: Robin Hood and Maid Marian,http://d.lib.rochester.edu/robin-hood/text/tennyson-foresters,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"kplay.info/) English folk plays, often called Mummers’ Plays, are short traditional verse sketches performed at Christmas, Easter and other annual festivals and taken round pubs and private houses. [The Foresters: Robin Hood and Maid Marian"
The History of Costume,http://www.siue.edu/COSTUMES/history.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,Free,"eed to alter the amounts of ingredients for the desired affect. Keep in mind, fake blood is messy and some of these recipes may leave stains, so use with caution and allow plenty of time for drying. [The History of Costume](http://www.siue."
The Homeschool Transcript,https://www.regent.edu/college-of-arts-and-sciences/admissions/homeschooled-students/#transcripts,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School,,ome-school Transcripts-look under Homeschool Resources](https://covenant.edu/admissions/homeschooled.html) Covenant College provides its applicants with templates in Word and Acrobat (pdf) formats. [The Homeschool Transcript](https://www.re
The Informed Parent,http://www.tiprr.com/blog,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/homeschool-laws-legalities-archive/,,Free,"78) I am often asked which states are the “best” for homeschooling. This list of the top 10 and worse 10 for academic freedoms is probably pretty close. The Wall Street Journal, September 20, 2000. [The Informed Parent](https://web.archive."
The Land of Lost Stories,http://www.slideshare.net/nalts/royalty-free-childrens-play-land-of-the-lost-stories,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,Free,st-of-playscripts/) We have more than 400 scripts. Click Here to Read [Playscripts in Spanish](http://www.kidsinco.com/complete-list-of-playscripts-page-3/complete-list-of-playscripts-in-spanish/). [The Land of Lost Stories](http://www.slid
The Lost Ladybug Project,https://courses.cit.cornell.edu/icb344/Lost_Ladybugs.htm,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"eat/) Did you ever wonder what do lady bugs eat? As strange as their names, they have got strange eating preferences and due to these preferences, they are also considered as farmers’ farm buddies. [The Lost Ladybug Project](https://courses"
The Miracle Monarch Migration,https://wildlifecoexistence.org/blog/the-miracle-monarch-migration/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"C120&ssl=1)How to Make Butterfly Gardens](https://www.gardendesign.com/landscape-design/butterfly-garden.html) Though this site is from Kentucky, varieties of these plants can grow almost anywhere. [The Miracle Monarch Migration](https://wi"
The Oxford Shakespeare,http://www.bartleby.com/70/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,ong. Atlantic Records has the rights. Ask them about performance issues. [Clean edition](https://www.amazon.com/Hamilton-Original-Broadway-Recording-Edited/dp/B01GLHRLTI/?tag=a2zhomeschooling00-20). [The Oxford Shakespeare](http://www.bartl
The Princess Bride,http://fringe.davesource.com/Fringe/Entertainment/Scripts/The_Princess_Bride.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,Free,"(http://www.playsmagazine.com/) This drama magazine for young people offers something for everyone. New plays monthly, with a huge archive of royalty free plays for children. Scripts in PDF format. [The Princess Bride](http://fringe.davesou"
"The Tale of Ivan Tsarevich, the Firebird, and the Gray Wolf",https://www.ancient-origins.net/myths-legends/tale-ivan-tsarevich-firebird-and-grey-wolf-006832,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"stories. [Russian Folk Tales](http://russian-crafts.com/russian-folk-tales.html) 44 folk tales from Russia and the Ukraine such as those about Sister Fox, the Frog Princess, Baba Yaga and others. [The Tale of Ivan Tsarevich, the Firebird, a"
The Wanderlists,http://thewanderlists.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"06210800/http://www.trekaroo.com/)<br>Blog site loaded with place to take kids – including comments from other parents who took their families to these places, having had good and bad experiences.<br>[The Wanderlists](https://web.archive.or"
Thinkfinity Newest resources,http://www.thinkfinity.org/newest-resources,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,High School,,"ready worksheets for all levels, all abilities and all subjects of Grade School and High School. Featured articles will give you general teaching and learning encouragement, references and support. [Thinkfinity Newest resources](http://www."
thumbnail-image,https://yt3.ggpht.com/ytc/AIdro_mmh6iFRGkChOXOlH7klN7welJiVsaW8k1teeanPVo=s68-c-k-c0x00ffffff-no-rj,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,Rinse the Blood Off My Toga - YouTube Tap to unmute [Rinse the Blood Off My Toga](https://www.youtube.com/watch?v=rR_5h8CzRcI) [kiwimush](https://www.youtube.com/channel/UCkhVPBdnm3h4riftXe45U4Q) ![thumbnail-image](https://yt3.ggpht.com/ytc
Today is Fun,http://todayisfun.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,nge](https://education.ti.com/calculators/downloads/us/activities/search/subject) Browse by subject area or submit your own activity ideas. Learn to use TI calculators to solve real-world problems. [Today is Fun](http://todayisfun.com/) The
Trekaroo,http://www.trekaroo.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"://www.cr.nps.gov/nr/twhp/)<br>Uses properties listed in the National Park Service’s National Register of Historic Places to enliven history, social studies, geography, civics, and other subjects.<br>[Trekaroo](https://web.archive.org/web/2"
Troy High Home Labs,http://www.troy.k12.ny.us/academics/bio/labs/home.asp,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,high school,,"iology](https://ocw.mit.edu/courses/7-01sc-fundamentals-of-biology-fall-2011/) MIT OpenCourseware. Focuses on the basic principles of biochemistry, molecular biology, genetics, and recombinant DNA. [Troy High Home Labs](http://www.troy.k12."
