title,website_url,source,category_url,grades_or_ages,prices_mentioned,description
International Credit Card Fee,https://www.bjupress.com/international-credit-card-fee/5637510577.p,BJU Press,https://www.bjupress.com/category/5637160356.c,,$1.00,
Iowa Algebra Aptitude Test Answer Doc: School Purchase,https://www.bjupress.com/iowa-algebra-aptitude-test-answer-doc%3A-school-purchase/5637452854.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.85,
Iowa Algebra Aptitude Test Directions: School Purchase,https://www.bjupress.com/iowa-algebra-aptitude-test-directions%3A-school-purchase/5637424890.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.60,
Iowa Algebra Aptitude Test Interp Manual: School Purchase,https://www.bjupress.com/iowa-algebra-aptitude-test-interp-manual%3A-school-purchase/5637424893.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$77.00,
Iowa Algebra Aptitude Test Report to Fam: School Purchase,https://www.bjupress.com/iowa-algebra-aptitude-test-report-to-fam%3A-school-purchase/5637452855.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.50,
Iowa Algebra Aptitude Test: Student Kit,https://www.bjupress.com/iowa-algebra-aptitude-test%3A-student-kit/5637423091.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$19.50,
Iowa Algebra Aptitude Test: Test Administrator Kit,https://www.bjupress.com/iowa-algebra-aptitude-test%3A-test-administrator-kit/5637425578.p,BJU Press,https://www.bjupress.com/category/5637160356.c,Grades K-12,$0.00,
Iowa Algebra Aptitude Tst Student Test Bklt: School Purchase,https://www.bjupress.com/iowa-algebra-aptitude-tst-student-test-bklt%3A-school-purchase/5637424891.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$8.25,
"Iowa Assessments Online Gr 1-2 (Form E Lvl 7, school access)",https://www.bjupress.com/iowa-assessments-online-gr-1-2-form-e-lvl-7%2C-school-access/5637425380.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$25.00,
"Iowa Assessments Online Gr 2-3 (Form E Lvl 8, school access)",https://www.bjupress.com/iowa-assessments-online-gr-2-3-form-e-lvl-8%2C-school-access/5637425381.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$25.00,
"Iowa Assessments Online Grade 3 (Frm E Lvl 9, school access)",https://www.bjupress.com/iowa-assessments-online-grade-3-frm-e-lvl-9%2C-school-access/5637425368.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$25.00,
"Iowa Assessments Online Grd 4 (Form E Lvl 10, school access)",https://www.bjupress.com/iowa-assessments-online-grd-4-form-e-lvl-10%2C-school-access/5637425369.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$25.00,
"Iowa Assessments Online K5-Grd 1 (Fm E Lvl 6, school access)",https://www.bjupress.com/iowa-assessments-online-k5-grd-1-fm-e-lvl-6%2C-school-access/5637425379.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,K5; Grades K-12,$25.00,
"Iowa Assessments Online Late K5 (Frm E Lvl 5, school access)",https://www.bjupress.com/iowa-assessments-online-late-k5-frm-e-lvl-5%2C-school-access/5637425378.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,K5; Grades K-12,$25.00,
Iowa Assessments Online Level 10 Form E Survey Test,https://www.bjupress.com/iowa-assessments-online-level-10-form-e-survey-test/5637425570.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$16.00,
Iowa Assessments Online Level 7 Form E Survey Test,https://www.bjupress.com/iowa-assessments-online-level-7-form-e-survey-test/5637425567.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$16.00,
Iowa Assessments Online Level 8 Form E Survey Test,https://www.bjupress.com/iowa-assessments-online-level-8-form-e-survey-test/5637425568.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$16.00,
Iowa Assessments Online Level 9 Form E Survey Test,https://www.bjupress.com/iowa-assessments-online-level-9-form-e-survey-test/5637425569.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-online/5637166328.c,Grades K-12,$16.00,
Iowa E Levels 15-17/18 Ach Test Directions: School Purchase,https://www.bjupress.com/iowa-e-levels-15-17%2F18-ach-test-directions%3A-school-purchase/5637425163.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa E/F/G Lvl 9 w/Word Anlys/Listening/CogAT Ans Doc: Schl,https://www.bjupress.com/iowa-e%2Ff%2Fg-lvl-9-w%2Fword-anlys%2Flistening%2Fcogat-ans-doc%3A-schl/5637452830.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Fm E/F Lvl 17/18 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-fm-e%2Ff-lvl-17%2F18-w%2Fcogat-answer-doc%3A-school-purchase/5637452838.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Fm E/F Lvls 15-17/18 PracTst Directions (schl purchase),https://www.bjupress.com/iowa-fm-e%2Ff-lvls-15-17%2F18-practst-directions-schl-purchase/5637452848.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$13.20,
Iowa Fm E/F/G Lvls 9-11 PracTst Directions (school purchase,https://www.bjupress.com/iowa-fm-e%2Ff%2Fg-lvls-9-11-practst-directions-school-purchase/5637452846.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$13.20,
"Iowa Form E & CogAT 7, Level 10 (Grade 4): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-10-grade-4-%3A-student-kit/5637425398.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 11 (Grade 5): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-11-grade-5-%3A-student-kit/5637425401.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 12 (Grade 6): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-12-grade-6-%3A-student-kit/5637425403.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 13 (Grade 7): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-13-grade-7-%3A-student-kit/5637425405.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 14 (Grade 8): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-14-grade-8-%3A-student-kit/5637425407.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 15 (Grade 9): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-15-grade-9-%3A-student-kit/5637425409.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 16 (Grade 10): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-16-grade-10-%3A-student-kit/5637425411.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Level 5/6 (K Spr/1 Fall): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-5%2F6-k-spr%2F1-fall-%3A-student-kit/5637425386.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$75.60,
"Iowa Form E & CogAT 7, Level 7 (1 Sprg/2 Fall): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-7-1-sprg%2F2-fall-%3A-student-kit/5637425389.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$75.60,
"Iowa Form E & CogAT 7, Level 8 (Grade 2 Spring): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-8-grade-2-spring-%3A-student-kit/5637425392.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$75.60,
"Iowa Form E & CogAT 7, Level 9 (Grade 3): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-level-9-grade-3-%3A-student-kit/5637425395.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
"Iowa Form E & CogAT 7, Lvl 17/18 (Grades 11-12): Student Kit",https://www.bjupress.com/iowa-form-e-cogat-7%2C-lvl-17%2F18-grades-11-12-%3A-student-kit/5637425413.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$59.40,
Iowa Form E 15-17/18 Test Directions: Test Administrator Kit,https://www.bjupress.com/iowa-form-e-15-17%2F18-test-directions%3A-test-administrator-kit/5637425311.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$0.00,
Iowa Form E Level 10 (Grade 4): Student Kit,https://www.bjupress.com/iowa-form-e-level-10-grade-4-%3A-student-kit/5637425299.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 10 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-10-achievement-test-bklt%3A-school-purchase/5637425151.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 11 (Grade 5): Student Kit,https://www.bjupress.com/iowa-form-e-level-11-grade-5-%3A-student-kit/5637425301.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 11 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-11-achievement-test-bklt%3A-school-purchase/5637425152.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 12 (Grade 6): Student Kit,https://www.bjupress.com/iowa-form-e-level-12-grade-6-%3A-student-kit/5637425303.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 12 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-12-achievement-test-bklt%3A-school-purchase/5637425153.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 13 (Grade 7): Student Kit,https://www.bjupress.com/iowa-form-e-level-13-grade-7-%3A-student-kit/5637425305.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 13 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-13-achievement-test-bklt%3A-school-purchase/5637425154.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 14 (Grade 8): Student Kit,https://www.bjupress.com/iowa-form-e-level-14-grade-8-%3A-student-kit/5637425307.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 14 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-14-achievement-test-bklt%3A-school-purchase/5637425155.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 15 (Grade 9): Student Kit,https://www.bjupress.com/iowa-form-e-level-15-grade-9-%3A-student-kit/5637425309.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 15 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-15-achievement-test-bklt%3A-school-purchase/5637425156.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 16 (Grade 10): Student Kit,https://www.bjupress.com/iowa-form-e-level-16-grade-10-%3A-student-kit/5637425312.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 16 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-16-achievement-test-bklt%3A-school-purchase/5637425157.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 17/18 (Grades 11-12): Student Kit,https://www.bjupress.com/iowa-form-e-level-17%2F18-grades-11-12-%3A-student-kit/5637425314.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 5 (K5 Midyear/Spring): Student Kit,https://www.bjupress.com/iowa-form-e-level-5-k5-midyear%2Fspring-%3A-student-kit/5637425348.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,K5; Grades K-12,$52.00,
Iowa Form E Level 5 Ach Test Directions: School Purchase,https://www.bjupress.com/iowa-form-e-level-5-ach-test-directions%3A-school-purchase/5637425347.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa Form E Level 5 Test Directions: Test Administrator Kit,https://www.bjupress.com/iowa-form-e-level-5-test-directions%3A-test-administrator-kit/5637425349.p,BJU Press,https://www.bjupress.com/category/5637160356.c,Grades K-12,$0.00,
Iowa Form E Level 6 (K5 Spring-Grade 1 Fall): Student Kit,https://www.bjupress.com/iowa-form-e-level-6-k5-spring-grade-1-fall-%3A-student-kit/5637425290.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,K5; Grades K-12,$52.00,
Iowa Form E Level 6 Ach Test Directions: School Purchase,https://www.bjupress.com/iowa-form-e-level-6-ach-test-directions%3A-school-purchase/5637425159.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa Form E Level 6 Test Directions: Test Administrator Kit,https://www.bjupress.com/iowa-form-e-level-6-test-directions%3A-test-administrator-kit/5637425291.p,BJU Press,https://www.bjupress.com/category/5637160356.c,Grades K-12,$0.00,
Iowa Form E Level 7 (Grade 1 Spring-2 Fall): Student Kit,https://www.bjupress.com/iowa-form-e-level-7-grade-1-spring-2-fall-%3A-student-kit/5637425292.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$52.00,
Iowa Form E Level 7 Ach Test Directions: School Purchase,https://www.bjupress.com/iowa-form-e-level-7-ach-test-directions%3A-school-purchase/5637425160.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa Form E Level 7 Test Directions: Test Administrator Kit,https://www.bjupress.com/iowa-form-e-level-7-test-directions%3A-test-administrator-kit/5637425293.p,BJU Press,https://www.bjupress.com/category/5637160356.c,Grades K-12,$0.00,
Iowa Form E Level 8 (Grade 2 Spring-3 Fall): Student Kit,https://www.bjupress.com/iowa-form-e-level-8-grade-2-spring-3-fall-%3A-student-kit/5637425294.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$52.00,
Iowa Form E Level 8 Ach Test Directions: School Purchase,https://www.bjupress.com/iowa-form-e-level-8-ach-test-directions%3A-school-purchase/5637425161.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa Form E Level 8 Test Bklt (Gr 2 Spring): School Purchase,https://www.bjupress.com/iowa-form-e-level-8-test-bklt-gr-2-spring-%3A-school-purchase/5637452829.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$18.10,
Iowa Form E Level 8 Test Directions: Test Administrator Kit,https://www.bjupress.com/iowa-form-e-level-8-test-directions%3A-test-administrator-kit/5637425295.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/5637160370.c,Grades K-12,$0.00,
Iowa Form E Level 9 (Grade 3): Student Kit,https://www.bjupress.com/iowa-form-e-level-9-grade-3-%3A-student-kit/5637425296.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-service-package/5637166327.c,Grades K-12,$43.20,
Iowa Form E Level 9 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-level-9-achievement-test-bklt%3A-school-purchase/5637425150.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Level 9 Write-In Test Booklet: School Purchase,https://www.bjupress.com/iowa-form-e-level-9-write-in-test-booklet%3A-school-purchase/5637452881.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$18.10,
Iowa Form E Levels 9-14 Ach Test Directions: School Purchase,https://www.bjupress.com/iowa-form-e-levels-9-14-ach-test-directions%3A-school-purchase/5637425162.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa Form E Lvl 17/18 Achievement Test Bklt: School Purchase,https://www.bjupress.com/iowa-form-e-lvl-17%2F18-achievement-test-bklt%3A-school-purchase/5637425158.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$15.10,
Iowa Form E Lvl 6 Tst Bklt (K5 Sprg-1 Fall): School Purchase,https://www.bjupress.com/iowa-form-e-lvl-6-tst-bklt-k5-sprg-1-fall-%3A-school-purchase/5637452827.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,K5; Grades K-12,$18.10,
Iowa Form E Lvl 7 Test Bklt (1 Sprg-2 Fall): School Purchase,https://www.bjupress.com/iowa-form-e-lvl-7-test-bklt-1-sprg-2-fall-%3A-school-purchase/5637452828.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$18.10,
Iowa Form E Lvls 9-14 Tst Directions: Test Administrator Kit,https://www.bjupress.com/iowa-form-e-lvls-9-14-tst-directions%3A-test-administrator-kit/5637425298.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/5637160370.c,Grades K-12,$0.00,
Iowa Form E/F Level 15 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff-level-15-w%2Fcogat-answer-doc%3A-school-purchase/5637452836.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F Level 16 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff-level-16-w%2Fcogat-answer-doc%3A-school-purchase/5637452837.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F Levels 15-17/18 Practice Tst (school purchase),https://www.bjupress.com/iowa-form-e%2Ff-levels-15-17%2F18-practice-tst-school-purchase/5637452843.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$2.70,
Iowa Form E/F/G Level 10 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff%2Fg-level-10-w%2Fcogat-answer-doc%3A-school-purchase/5637452831.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F/G Level 11 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff%2Fg-level-11-w%2Fcogat-answer-doc%3A-school-purchase/5637452832.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F/G Level 12 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff%2Fg-level-12-w%2Fcogat-answer-doc%3A-school-purchase/5637452833.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F/G Level 13 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff%2Fg-level-13-w%2Fcogat-answer-doc%3A-school-purchase/5637452834.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F/G Level 14 w/CogAT Answer Doc: School Purchase,https://www.bjupress.com/iowa-form-e%2Ff%2Fg-level-14-w%2Fcogat-answer-doc%3A-school-purchase/5637452835.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$3.20,
Iowa Form E/F/G Levels 12-14 Practice Test (school purchase),https://www.bjupress.com/iowa-form-e%2Ff%2Fg-levels-12-14-practice-test-school-purchase/5637452842.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$2.70,
Iowa Form E/F/G Levels 5-6 Practice Test (school purchase),https://www.bjupress.com/iowa-form-e%2Ff%2Fg-levels-5-6-practice-test-school-purchase/5637452839.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$2.70,
Iowa Form E/F/G Levels 7-8 Practice Test (school purchase),https://www.bjupress.com/iowa-form-e%2Ff%2Fg-levels-7-8-practice-test-school-purchase/5637452840.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$2.70,
Iowa Form E/F/G Levels 9-11 Practice Test (school purchase),https://www.bjupress.com/iowa-form-e%2Ff%2Fg-levels-9-11-practice-test-school-purchase/5637452841.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$2.70,
Iowa Frm E Level 9 Write-In Test Directions: School Purchase,https://www.bjupress.com/iowa-frm-e-level-9-write-in-test-directions%3A-school-purchase/5637425355.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,Grades K-12,$32.50,
Iowa Frm E Lvl 5 Tst Bklt (K5 Midyear-Sprg): School Purchase,https://www.bjupress.com/iowa-frm-e-lvl-5-tst-bklt-k5-midyear-sprg-%3A-school-purchase/5637452826.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/iowa-assessments-for-private-schools/iowa-assessments-for-purchase/5637166326.c,K5; Grades K-12,$18.10,
Iowa Frm E/F/G Lvls 12-14 PracTst Directions (schl purchase),https://www.bjupress.com/iowa-frm-e%2Ff%2Fg-lvls-12-14-practst-directions-schl-purchase/5637452847.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$13.20,
Iowa Frm E/F/G Lvls 5-6 PracTst Directions (school purchase,https://www.bjupress.com/iowa-frm-e%2Ff%2Fg-lvls-5-6-practst-directions-school-purchase/5637452844.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$13.20,
Iowa Frm E/F/G Lvls 7-8 PracTst Directions (school purchase,https://www.bjupress.com/iowa-frm-e%2Ff%2Fg-lvls-7-8-practst-directions-school-purchase/5637452845.p,BJU Press,https://www.bjupress.com/category/testing-26-evaluation/test-practice-for-private-schools/5637160490.c,Grades K-12,$13.20,
Iowa Tests Record Folder: School Purchase,https://www.bjupress.com/iowa-tests-record-folder%3A-school-purchase/5637452873.p,BJU Press,https://www.bjupress.com/category/5637160356.c,Grades K-12,$2.20,
Isaiah,https://www.bjupress.com/isaiah/5637423234.p,BJU Press,https://www.bjupress.com/category/journeyforth/journeyforth-academic/5637174580.c,,$43.00,
Island of the Blue Dolphins,https://www.bjupress.com/island-of-the-blue-dolphins/5637430810.p,BJU Press,https://www.bjupress.com/category/literature/6th-grade-literature/5637160460.c,Grade 6,$8.99,
